"id_reac","smiles","description","solvent","catalyst","temperature"
"US0398577731","Cl[C:2]1[C:10]([S:11](=[O:14])(=[O:13])[NH2:12])=[CH:9][C:5]([C:6]([OH:8])=[O:7])=[CH:4][C:3]=1[N+:15]([O-:17])=[O:16].[CH3:18][O:19][CH2:20][CH2:21][NH2:22]>C(O)C>[CH3:18][O:19][CH2:20][CH2:21][NH:22][C:2]1[C:10]([S:11](=[O:14])(=[O:13])[NH2:12])=[CH:9][C:5]([C:6]([OH:8])=[O:7])=[CH:4][C:3]=1[N+:15]([O-:17])=[O:16]","A mixture of 4-chloro-3-nitro-5-sulphamyl-benzoic acid (4.2 g), 2-methoxyethylamine (5.6 g), and 50% ethanol (10 ml) was heated to 60° C for 1 hour. The ethanol was distilled off under reduced pressure, and the resulting 4-(2-methoxyethylamino)-3-nitro-5-sulphamyl-benzoic acid was precipitated by addition of 4N hydrochloric acid until pH 2. After recrystallization from water, the melting point was 192°-194° C. The compound crystallized with 1 molecule of water of crystallization.","C(C)O","",""
"US0398577732","[CH3:1][O:2][CH2:3][CH2:4][NH:5][C:6]1[C:14]([S:15](=[O:18])(=[O:17])[NH2:16])=[CH:13][C:9]([C:10]([OH:12])=[O:11])=[CH:8][C:7]=1[N+:19]([O-])=O.[H][H]>[OH-].[Na+].[Ni]>[NH2:19][C:7]1[CH:8]=[C:9]([CH:13]=[C:14]([S:15](=[O:18])(=[O:17])[NH2:16])[C:6]=1[NH:5][CH2:4][CH2:3][O:2][CH3:1])[C:10]([OH:12])=[O:11] |f:2.3|","4-(2-Methoxyethylamino)-3-nitro-5-sulphamyl-benzoic acid (3.2 g) was dissolved in 1N sodium hydroxide (10 ml) and hydrogenated after addition of moist Raney-Nickel (1 g). When the hydrogen uptake had become negligible, the catalyst was removed by filtration, and the resulting 3-amino-4-(2-methoxyethylamino)-5-sulphamyl-benzoic acid was precipitated from the filtrate by addition of 4N hydrochloric acid until pH 3. After recrystallization from water, the melting point was 209°-211° C.","[OH-].[Na+]","",""
"US0398577733","[CH:1]([NH2:4])([CH3:3])[CH3:2].Cl[C:6]1[C:14]([S:15](=[O:18])(=[O:17])[NH2:16])=[CH:13][C:9]([C:10]([OH:12])=[O:11])=[CH:8][C:7]=1[N+:19]([O-:21])=[O:20]>O>[CH:1]([NH:4][C:6]1[C:14]([S:15](=[O:17])(=[O:18])[NH2:16])=[CH:13][C:9]([C:10]([OH:12])=[O:11])=[CH:8][C:7]=1[N+:19]([O-:21])=[O:20])([CH3:3])[CH3:2]","Isopropylamine (120 ml) and water 8 ml) were added to 4-chloro-3-nitro-5-sulphamyl-benzoic acid (22.4 g), while cooling. Then the reaction mixture was stirred for 5 days at room temperature. After evaporation in vacuo, the residue was triturated with 4N hydrochloric acid, after which the resulting 4-isopropylamino-3-nitro-5-sulphamyl-benzoic acid was collected by suction. After recrystallization from aqueous ethanol, the acid was obtained with a melting point of 206°C (decomp.).","O","",""
"US0398577734","[CH:1]([NH:4][C:5]1[C:13]([S:14](=[O:17])(=[O:16])[NH2:15])=[CH:12][C:8]([C:9]([OH:11])=[O:10])=[CH:7][C:6]=1[N+:18]([O-])=O)([CH3:3])[CH3:2].N(C1C(S(=O)(=O)N)=CC(C(O)=O)=CC=1[N+]([O-])=O)C1C=CC=CC=1>>[NH2:18][C:6]1[CH:7]=[C:8]([CH:12]=[C:13]([S:14](=[O:17])(=[O:16])[NH2:15])[C:5]=1[NH:4][CH:1]([CH3:2])[CH3:3])[C:9]([OH:11])=[O:10]","By substituting 4-isopropylamino-3-nitro-5-sulphamyl-benzoic acid for the 4-anilino-3-nitro-5-sulphamyl-benzoic acid of Example 9 B, the above compound was obtained with a melting point of 226° C (decomp.).","O","",""
"US0398577735","Cl[C:2]1[C:10]([S:11](=[O:14])(=[O:13])[NH2:12])=[CH:9][C:5]([C:6]([OH:8])=[O:7])=[CH:4][C:3]=1[N+:15]([O-:17])=[O:16].[NH:18]1[CH2:23][CH2:22][CH2:21][CH2:20][CH2:19]1.Cl>O>[N+:15]([C:3]1[CH:4]=[C:5]([CH:9]=[C:10]([S:11](=[O:14])(=[O:13])[NH2:12])[C:2]=1[N:18]1[CH2:23][CH2:22][CH2:21][CH2:20][CH2:19]1)[C:6]([OH:8])=[O:7])([O-:17])=[O:16]","A mixture of 4-chloro-3-nitro-5-sulphamyl-benzoic acid (2.8 g), piperidine (3.4 g), and water (13 ml) was stirred at 95° C for 2 hours. Then the reaction mixture was adjusted to a pH of 2.5 by the addition of 4N hydrochloric acid, and the precipitated 3-nitro-4-piperidino-5-sulphamyl-benzoic acid was collected and recrystallized from aqueous methanol. The melting point was 237°-238° C (decomp.)","O","",""
"US0398577736","[N+:1]([C:4]1[CH:5]=[C:6]([CH:10]=[C:11]([S:19](=[O:22])(=[O:21])[NH2:20])[C:12]=1[N:13]1[CH2:18][CH2:17][CH2:16][CH2:15][CH2:14]1)[C:7]([OH:9])=[O:8])([O-])=O.N(C1C(S(=O)(=O)N)=CC(C(O)=O)=CC=1[N+]([O-])=O)C1C=CC=CC=1>>[NH2:1][C:4]1[CH:5]=[C:6]([CH:10]=[C:11]([S:19](=[O:21])(=[O:22])[NH2:20])[C:12]=1[N:13]1[CH2:18][CH2:17][CH2:16][CH2:15][CH2:14]1)[C:7]([OH:9])=[O:8]","By substituting 3-nitro-4-piperidino-5-sulphamyl-benzoic acid for the 4-anilino-3-nitro-5-sulphamyl-benzoic acid of Example 9 B, the above compound was obtained with a melting point of 279° C (decomp.) after recrystallization from aqueous methanol.","O","",""
"US0398577737","[O:1]1[CH2:6][CH2:5][N:4]([C:7]2[C:15]([S:16](=[O:19])(=[O:18])[NH2:17])=[CH:14][C:10]([C:11]([OH:13])=[O:12])=[CH:9][C:8]=2[N+:20]([O-])=O)[CH2:3][CH2:2]1.N(C1C(S(=O)(=O)N)=CC(C(O)=O)=CC=1[N+]([O-])=O)C1C=CC=CC=1>>[NH2:20][C:8]1[CH:9]=[C:10]([CH:14]=[C:15]([S:16](=[O:18])(=[O:19])[NH2:17])[C:7]=1[N:4]1[CH2:3][CH2:2][O:1][CH2:6][CH2:5]1)[C:11]([OH:13])=[O:12]","By substituting 4-morpholino-3-nitro-5-sulphamyl-benzoic acid for the 4-anilino-3-nitro-5sulphamyl-benzoic acid of Example 9 B, the above compound was obtained with a melting point of 297° C (decomp.) after recrystallization from aqueous methanol.","O","",""
"US0398577738","Cl[C:2]1[C:10]([S:11](=[O:14])(=[O:13])[NH2:12])=[CH:9][C:5]([C:6]([OH:8])=[O:7])=[CH:4][C:3]=1[N+:15]([O-:17])=[O:16].[CH3:18][N:19]([CH3:24])[CH2:20][CH2:21][CH2:22][NH2:23]>O>[CH3:18][N:19]([CH3:24])[CH2:20][CH2:21][CH2:22][NH:23][C:2]1[C:10]([S:11](=[O:14])(=[O:13])[NH2:12])=[CH:9][C:5]([C:6]([OH:8])=[O:7])=[CH:4][C:3]=1[N+:15]([O-:17])=[O:16]","To a suspension of 4-chloro-3-nitro-5-sulphamyl-benzoic acid (22.4 g) in water (24 ml), 3-dimethylaminopropylamine (120 ml) was added, while cooling. Then the reaction mixture was heated to 100° C and kept at this temperature for 2 hours. After cooling and evaporating in vacuo to dryness, the residue was dissolved in water (80 ml) and adjusted to a pH of 7.5 by addition of 4N hydrochloric acid. The precipitated 4-(3-dimethylaminopropylamino)-3-nitro-5-sulphamyl-benzoic acid was collected by suction and recrystallized from water. The melting point was 262° C (decomp.).","O","",""
"US0398577739","[CH:1]1[C:10]2[C:5](=[CH:6][CH:7]=[CH:8][CH:9]=2)[CH:4]=[CH:3][C:2]=1[NH:11][C:12]1[C:20]([S:21](=[O:24])(=[O:23])[NH2:22])=[CH:19][C:15]([C:16]([OH:18])=[O:17])=[CH:14][C:13]=1[N+:25]([O-])=O.N(C1C(S(=O)(=O)N)=CC(C(O)=O)=CC=1[N+]([O-])=O)C1C=CC=CC=1>>[NH2:25][C:13]1[CH:14]=[C:15]([CH:19]=[C:20]([S:21](=[O:24])(=[O:23])[NH2:22])[C:12]=1[NH:11][C:2]1[CH:3]=[CH:4][C:5]2[C:10](=[CH:9][CH:8]=[CH:7][CH:6]=2)[CH:1]=1)[C:16]([OH:18])=[O:17]","By substituting 4-(β-naphthylamino)-3-nitro-5-sulphamyl-benzoic acid for the 4-anilino-3-nitro-5-sulphamyl-benzoic acid of Example 9 B, the above compound was obtained with a melting point of 245° C.","O","",""
"US0398577740","Cl[C:2]1[C:10]([S:11](=[O:14])(=[O:13])[NH2:12])=[CH:9][C:5]([C:6]([OH:8])=[O:7])=[CH:4][C:3]=1[N+:15]([O-:17])=[O:16].[C:18]1([SH:24])[CH:23]=[CH:22][CH:21]=[CH:20][CH:19]=1>C(=O)(O)[O-].[Na+]>[N+:15]([C:3]1[CH:4]=[C:5]([CH:9]=[C:10]([S:11](=[O:14])(=[O:13])[NH2:12])[C:2]=1[S:24][C:18]1[CH:23]=[CH:22][CH:21]=[CH:20][CH:19]=1)[C:6]([OH:8])=[O:7])([O-:17])=[O:16] |f:2.3|","A mixture of 4-chloro-3-nitro-5-sulphamyl-benzoic acid (28 g), thiophenol (10.25 ml), and 1N sodium bicarbonate (300 ml) was refluxed for 3 hours. After cooling, the precipitated sodium salt of 3-nitro-4-phenylthio-5-sulphamyl-benzoic acid was filtered off. The sodium salt was dissolved in hot water (200 ml), and 3-nitro-4-phenylthio-5-sulphamyl-benzoic acid was precipitated by the addition of 4N hydrochloric acid until the pH was 1. After isolation and recrystallization from aqueous ethanol, the acid was obtained with a melting point of 245°-247° C.","C([O-])(O)=O.[Na+]","",""
"US0398577741","[Cl-].[NH4+].Cl.[N+:4]([C:7]1[CH:8]=[C:9]([CH:13]=[C:14]([S:23](=[O:26])(=[O:25])[NH2:24])[C:15]=1[S:16][C:17]1[CH:22]=[CH:21][CH:20]=[CH:19][CH:18]=1)[C:10]([OH:12])=[O:11])([O-])=O.[OH-].[Na+]>[Fe].O>[NH2:4][C:7]1[CH:8]=[C:9]([CH:13]=[C:14]([S:23](=[O:25])(=[O:26])[NH2:24])[C:15]=1[S:16][C:17]1[CH:22]=[CH:21][CH:20]=[CH:19][CH:18]=1)[C:10]([OH:12])=[O:11] |f:0.1,4.5|","A mixture of ammonium chloride (2.4 g), metallic iron powder (24 g), concentrated hydrochloric acid (0.1 ml), and water (60 ml) was heated to 90° C with stirring, and 3-nitro-4-phenylthio-5-sulphamyl-benzoic acid (10 g) was added in small portions during 2 hours. The reaction mixture was stirred on a steam bath for an additional 2 hours. After the addition of dilute sodium hydroxide until the pH was 8, the hot reaction mixture was filtered, and the filter-cake was washed with warm dilute sodium hydroxide. After the addition of 4N hydrochloric acid to the filtrate until its pH was 2and cooling the resulting precipitate, consisting of 3-amino-4-phenylthio-5-sulphamyl-benzoic acid, was filtered off and dried at 78° C in vacuo. The melting point was 285° C.","O","",""
"US0398577742","S(S([O-])=O)([O-])=O.[Na+].[Na+].[CH2:9]([S:13][C:14]1[C:22]([S:23](=[O:26])(=[O:25])[NH2:24])=[CH:21][C:17]([C:18]([OH:20])=[O:19])=[CH:16][C:15]=1[N+:27]([O-])=O)[CH2:10][CH2:11][CH3:12].Cl.[OH-].[Na+]>N.C(O)(C)C>[NH2:27][C:15]1[CH:16]=[C:17]([CH:21]=[C:22]([S:23](=[O:25])(=[O:26])[NH2:24])[C:14]=1[S:13][CH2:9][CH2:10][CH2:11][CH3:12])[C:18]([OH:20])=[O:19] |f:0.1.2,5.6|","To a solution of sodium dithionite (15.9 g) in aqueous ammonia (13 g NH3 in 150 ml water) 4-n-butylthio-3-nitro-5-sulphamyl-benzoic acid (8.35 g) was added in portions during 1 hour, while stirring. The reaction mixture was then heated on a steam bath for 30 minutes. Hydrochloric acid was added until the pH was 1, and heating was continued for 1 hour. After cooling, the pH was adjusted to 3 by the addition of 2N sodium hydroxide, and isopropanol (25 ml) was added. The precipitated 3-amino-4-n-butylthio-5-sulphamyl-benzoic acid was filtered off and recrystallized from aqueous ethanol. The melting point was 223°-224° C.","C(C)(C)O","",""
"US0398577743","[N+:1]([C:4]1[CH:5]=[C:6]([CH:10]=[C:11]([S:21](=[O:24])(=[O:23])[NH2:22])[C:12]=1[S:13][C:14]1[CH:19]=[CH:18][CH:17]=[CH:16][C:15]=1[CH3:20])[C:7]([OH:9])=[O:8])([O-])=O.C(SC1C(S(=O)(=O)N)=CC(C(O)=O)=CC=1[N+]([O-])=O)CCC>>[NH2:1][C:4]1[CH:5]=[C:6]([CH:10]=[C:11]([S:21](=[O:23])(=[O:24])[NH2:22])[C:12]=1[S:13][C:14]1[CH:19]=[CH:18][CH:17]=[CH:16][C:15]=1[CH3:20])[C:7]([OH:9])=[O:8]","By substituting 3-nitro-5-sulphamyl-4-(o-tolylthio)-benzoic acid (7.7 g) for the 4-butylthio-3-nitro-5-sulphamyl-benzoic acid of Example 32 B, 3-amino-5-sulphamyl-4-(o-tolylthio)-benzoic acid was obtained with a melting point of 277° C.","C(C)(C)O","",""
"US0398577744","[N+:1]([C:4]1[CH:5]=[C:6]([CH:10]=[C:11]([S:22](=[O:25])(=[O:24])[NH2:23])[C:12]=1[S:13]([C:16]1[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=1)(=[O:15])=[O:14])[C:7]([OH:9])=[O:8])([O-])=O.[H][H].[OH-].[Na+]>O>[NH2:1][C:4]1[CH:5]=[C:6]([CH:10]=[C:11]([S:22](=[O:24])(=[O:25])[NH2:23])[C:12]=1[S:13]([C:16]1[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=1)(=[O:14])=[O:15])[C:7]([OH:9])=[O:8] |f:2.3|","A suspension of 3-nitro-4-phenylsulphonyl-5-sulphamyl-benzoic acid (6 g) in water (300 ml) was hydrogenated at room temperature and 1.1 atmospheres hydrogen pressure after addition of Pd-on-carbon catalyst (0.3 g catalyst containing 10% Pd). After the hydrogen uptake had become negligible, the reaction mixture was neutralized by addition of 2N sodium hydroxide, and the catalyst was removed from the resulting suspension by filtration. The filtrate was adjusted to a pH of 2.5 by addition of 4N hydrochloric acid, and the precipitated 3-amino-4-phenylsulphonyl-5-sulphamyl-benzoic acid was collected by suction. After recrystallization from aqueous ethanol, the acid had a melting point of 278° C (decomp.).","O","",""
"US0398577745","S(S([O-])=O)([O-])=O.[Na+].[Na+].[CH2:9]([S:13]([C:15]1[C:23]([S:24](=[O:27])(=[O:26])[NH2:25])=[CH:22][C:18]([C:19]([OH:21])=[O:20])=[CH:17][C:16]=1[N+:28]([O-])=O)=[O:14])[CH2:10][CH2:11][CH3:12].Cl.S(=O)=O.[OH-].[Na+]>O>[NH2:28][C:16]1[CH:17]=[C:18]([CH:22]=[C:23]([S:24](=[O:26])(=[O:27])[NH2:25])[C:15]=1[S:13]([CH2:9][CH2:10][CH2:11][CH3:12])=[O:14])[C:19]([OH:21])=[O:20] |f:0.1.2,6.7|","To a solution of sodium dithionite (7.3 g) in water (50 ml) conc. aqueous ammonia (25 ml) was added, after which 4-n-butylsulphinyl-3-nitro-5-sulphamyl-benzoic acid (4 g) was added in portions at 25° C, while stirring. The reaction mixture was heated on a steam bath for 30 minutes. Then 4N hydrochloric acid was added until a pH of 1, while the heating was continued. After the evolution of sulphur dioxide had ceased, the reaction mixture was adjusted to a pH of 2.5 by addition of 2N sodium hydroxide, and cooled. The precipitated 3-amino-4-n-butylsulphinyl-5-sulphamyl-benzoic acid was collected by suction, recrystallized from aqueous ethanol, and dried in vacuo at 115° C. The acid was obtained with a melting point of 237° C (decomp.).","O","",""
"US0398577747","[N+:1]([C:4]1[CH:5]=[C:6]([CH:10]=[C:11]([S:19](=[O:22])(=[O:21])[NH2:20])[C:12]=1[O:13][CH2:14][C:15]([F:18])([F:17])[F:16])[C:7]([OH:9])=[O:8])([O-])=O.[OH-].[Li+].[H][H]>O>[NH2:1][C:4]1[CH:5]=[C:6]([CH:10]=[C:11]([S:19](=[O:21])(=[O:22])[NH2:20])[C:12]=1[O:13][CH2:14][C:15]([F:17])([F:16])[F:18])[C:7]([OH:9])=[O:8] |f:1.2|","3-Nitro-5-sulphamyl-4-(β,β,β-trifluoroethoxy)-benzoic acid (2g) in water (30 ml) was adjusted to a pH of 9 by addition of lithium hydroxide, and the resulting solution was hydrogenated at room temperature and at a hydrogen pressure of 1.1 atmospheres after addition of Pd-on-carbon catalyst (0.2 g catalyst containing 10% Pd). After the hydrogen uptake had become negligible, the catalyst was removed by filtration, and the 3-amino-5-sulphamyl-4-(β,β,β-trifluoroethoxy)-benzoic acid was precipitated from the filtrate by addition of 4N hydrochloric acid until a pH of 2.5. After recrystallization from aqueous ethanol and drying, the melting point of the compound was 253°-254° C.","O","",""
"US0398577748","[Cl:1][C:2]1[C:10]([S:11](=[O:14])(=[O:13])[NH2:12])=[CH:9][C:5]([C:6]([OH:8])=[O:7])=[CH:4][C:3]=1[N+:15]([O-:17])=[O:16].Cl.[CH2:19](O)[CH3:20]>>[CH2:19]([O:7][C:6](=[O:8])[C:5]1[CH:9]=[C:10]([S:11](=[O:13])(=[O:14])[NH2:12])[C:2]([Cl:1])=[C:3]([N+:15]([O-:17])=[O:16])[CH:4]=1)[CH3:20]","A solution of 4-chloro-3-nitro-5-sulphamyl-benzoic acid (28 g) in dry ethanol (250 ml) was saturated with gaseous hydrogen chloride. The reaction mixture was allowed to warm during the inlet of the hydrogen chloride. After standing for 3 hours, the solvent was removed by evaporation in vacuo. The residue was dissolved in a mixture of diethyl ether and dilute sodium hydrogen carbonate. The organic layer was separated, washed with water and dried. The diethyl ether was distilled off, and the residue was recrystallized from dry ethanol, yielding the ethyl-4-chloro-3-nitro-5-sulphamyl-benzoate with a melting point of 154° C.","O","",""
"US0398577749","[CH2:1]([O:3][C:4](=[O:19])[C:5]1[CH:10]=[C:9]([S:11](=[O:14])(=[O:13])[NH2:12])[C:8](Cl)=[C:7]([N+:16]([O-:18])=[O:17])[CH:6]=1)[CH3:2].[NH2:20][C:21]1[N:26]=[C:25]([CH3:27])[CH:24]=[CH:23][CH:22]=1>>[CH2:1]([O:3][C:4](=[O:19])[C:5]1[CH:10]=[C:9]([S:11](=[O:14])(=[O:13])[NH2:12])[C:8]([NH:20][C:21]2[N:26]=[C:25]([CH3:27])[CH:24]=[CH:23][CH:22]=2)=[C:7]([N+:16]([O-:18])=[O:17])[CH:6]=1)[CH3:2]","A mixture of ethyl-4-chloro-3-nitro-5-sulphamyl-benzoate (3.08 g) and 6-amino-2-methyl-pyridine (3.24 g) was melted on an oil bath at 140° C and kept at this temperature for 2 hours, while stirring. The still warm reaction mixture was triturated with ethanol (35 ml) and after cooling, the ethyl-4-(2-methyl-6-pyridylamino)-3-nitro-5-sulphamyl-benzoate was collected by suction and washed with ethanol. After recrystallization from acetonitrile, the compound had a melting point of 203°-204° C.","O","",""
"US0398577750","C([O:3][C:4](=[O:26])[C:5]1[CH:10]=[C:9]([S:11](=[O:14])(=[O:13])[NH2:12])[C:8]([NH:15][C:16]2[N:21]=[C:20]([CH3:22])[CH:19]=[CH:18][CH:17]=2)=[C:7]([N+:23]([O-:25])=[O:24])[CH:6]=1)C.O.Cl>[OH-].[Na+]>[CH3:22][C:20]1[CH:19]=[CH:18][CH:17]=[C:16]([NH:15][C:8]2[C:9]([S:11](=[O:13])(=[O:14])[NH2:12])=[CH:10][C:5]([C:4]([OH:26])=[O:3])=[CH:6][C:7]=2[N+:23]([O-:25])=[O:24])[N:21]=1 |f:3.4|","Ethyl-4-(2-methyl-6-pyridylamino)-3-nitro-5-sulphamyl-benzoate (2 g) was dissolved in 1N sodium hydroxide (30 ml) and heated on a steam bath for 1 hour. After cooling, water (50 ml) was added, and the pH of the reaction mixture was adjusted to 4.5 by addition of 1N hydrochloric acid. The precipitated 4-(2-methyl-6-pyridylamino)-3-nitro-5-sulphamyl-benzoic acid was collected by suction, washed with water, and dried. The compound had a melting point of 305° C (decomp.).","[OH-].[Na+]","",""
"US0398577752","C([O:5][C:6](=[O:35])[C:7]1[CH:12]=[C:11]([S:13](=[O:16])(=[O:15])[NH2:14])[C:10]([O:17][C:18]2[CH:23]=[CH:22][C:21]([O:24][CH2:25][C:26]3[CH:31]=[CH:30][CH:29]=[CH:28][CH:27]=3)=[CH:20][CH:19]=2)=[C:9]([N+:32]([O-:34])=[O:33])[CH:8]=1)CCC.Cl>[OH-].[Na+]>[CH2:25]([O:24][C:21]1[CH:20]=[CH:19][C:18]([O:17][C:10]2[C:11]([S:13](=[O:15])(=[O:16])[NH2:14])=[CH:12][C:7]([C:6]([OH:35])=[O:5])=[CH:8][C:9]=2[N+:32]([O-:34])=[O:33])=[CH:23][CH:22]=1)[C:26]1[CH:27]=[CH:28][CH:29]=[CH:30][CH:31]=1 |f:2.3|","A solution of n-butyl-4-(4-benzyloxyphenoxy)-3-nitro-5-sulphamyl-benzoate (7.3 g) in 1N sodium hydroxide (120 ml) was heated on a steam bath for 45 minutes. After cooling and acidification by addition of 4N hydrochloric acid, the precipitated 4-(4-benzyloxyphenoxy)-3-nitro-5-sulphamyl-benzoic acid was isolated by filtration and recrystallized from aqueous ethanol. After drying, the compound was obtained with a melting point of 247° C.","[OH-].[Na+]","",""
"US0398577753","[CH2:1]([O:8][C:9]1[CH:31]=[CH:30][C:12]([O:13][C:14]2[C:22]([S:23](=[O:26])(=[O:25])[NH2:24])=[CH:21][C:17]([C:18]([OH:20])=[O:19])=[CH:16][C:15]=2[N+:27]([O-])=O)=[CH:11][CH:10]=1)[C:2]1[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=1.[OH-].[Na+].[H][H]>O.[Pt]=O>[NH2:27][C:15]1[CH:16]=[C:17]([CH:21]=[C:22]([S:23](=[O:26])(=[O:25])[NH2:24])[C:14]=1[O:13][C:12]1[CH:11]=[CH:10][C:9]([O:8][CH2:1][C:2]2[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=2)=[CH:31][CH:30]=1)[C:18]([OH:20])=[O:19] |f:1.2|","A suspension of 4-(4-benzyloxyphenoxy)-3-nitro-5-sulphamyl-benzoic acid (10 g) in water (250 ml) was adjusted to pH 11 by addition of 1N sodium hydroxide. The resulting solution was hydrogenated at room temperature and at 1.1 atmospheres hydrogen pressure after addition of a platinum oxide catalyst (0.4 g). After the hydrogen uptake had become negligible, the catalyst was removed by filtration, and the 3-amino-4-(4-benzyloxyphenoxy)-5-sulphamyl-benzoic acid was precipitated by adjusting the filtrate to pH 2.5 by addition of 4N hydrochloric acid. After recrystallization from aqueous ethanol and drying, the compound was obtained with a melting point of 264°-265° C.","O","",""
"US0398577754","[N+:1]([C:4]1[CH:5]=[C:6]([CH:10]=[C:11]([S:20](=[O:23])(=[O:22])[NH2:21])[C:12]=1[O:13][C:14]1[CH:19]=[CH:18][CH:17]=[CH:16][CH:15]=1)[C:7](O)=[O:8])([O-:3])=[O:2].S(Cl)([Cl:26])=O>>[N+:1]([C:4]1[CH:5]=[C:6]([CH:10]=[C:11]([S:20](=[O:23])(=[O:22])[NH2:21])[C:12]=1[O:13][C:14]1[CH:19]=[CH:18][CH:17]=[CH:16][CH:15]=1)[C:7]([Cl:26])=[O:8])([O-:3])=[O:2]","A mixture of 3-nitro-4-phenoxy-5-sulphamyl-benzoic acid (5 g) and thionyl chloride (50 ml) was heated on a steam bath for 5 hours. After evaporation in vacuo to dryness, the compound was obtained as a crude product, which was used in the next step without further purification.","O","",""
"US0398577755","[N+:1]([C:4]1[CH:5]=[C:6]([CH:10]=[C:11]([S:20](=[O:23])(=[O:22])[NH2:21])[C:12]=1[O:13][C:14]1[CH:19]=[CH:18][CH:17]=[CH:16][CH:15]=1)[C:7](Cl)=[O:8])([O-:3])=[O:2].[NH3:24]>>[N+:1]([C:4]1[CH:5]=[C:6]([CH:10]=[C:11]([S:20](=[O:23])(=[O:22])[NH2:21])[C:12]=1[O:13][C:14]1[CH:19]=[CH:18][CH:17]=[CH:16][CH:15]=1)[C:7]([NH2:24])=[O:8])([O-:3])=[O:2]","3-Nitro-4-phenoxy-5-sulphamyl-benzoyl chloride (4 g) was added in portions to liquid ammonia (40 ml). Then excess of ammonia was distilled off, and the residue was triturated with water (50 ml). The precipitated 3-nitro-4-phenoxy-5-sulphamyl-benzamide was isolated by filtration and recrystallized twice from aqueous ethanol. After drying in vacuo, the compound was obtained with a melting point of 255°-256° C.","O","",""
"US0398577756","[N+:1]([C:4]1[CH:5]=[C:6]([CH:10]=[C:11]([S:20](=[O:23])(=[O:22])[NH2:21])[C:12]=1[O:13][C:14]1[CH:19]=[CH:18][CH:17]=[CH:16][CH:15]=1)[C:7]([NH2:9])=[O:8])([O-])=O.[H][H]>O>[NH2:1][C:4]1[CH:5]=[C:6]([CH:10]=[C:11]([S:20](=[O:23])(=[O:22])[NH2:21])[C:12]=1[O:13][C:14]1[CH:19]=[CH:18][CH:17]=[CH:16][CH:15]=1)[C:7]([NH2:9])=[O:8]","To a suspension of 3-nitro-4-phenoxy-5-sulphamyl-benzamide (2.4 g) in water (25 ml) 1N lithium hydroxide (10 ml) was added. The resulting solution was hydrogenated at room temperature and at 1.1 atmospheres hydrogen pressure after addition of Pd-on-carbon catalyst (0.2 g catalyst containing 10% Pd). After the hydrogen uptake had become negligible, the catalyst was removed by filtration, and the filtrate was then adjusted to pH 7.5 by addition of 4N hydrochloric acid. The precipitated 3-amino-4-phenoxy-5-sulphamyl-benzamide was isolated and dried in vacuo. The compound was obtained with a melting point of 291°-292° C.","O","",""
"US0398577757","[NH2:1][C:2]1[CH:3]=[C:4]([CH:8]=[C:9]([S:18](=[O:21])(=[O:20])[NH2:19])[C:10]=1[O:11][C:12]1[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1)[C:5](N)=[O:6].[OH-:22].[Na+]>>[NH2:1][C:2]1[CH:3]=[C:4]([CH:8]=[C:9]([S:18](=[O:21])(=[O:20])[NH2:19])[C:10]=1[O:11][C:12]1[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1)[C:5]([OH:22])=[O:6] |f:1.2|","A mixture of 3-amino-4-phenoxy-5-sulphamyl-benzamide (1 g) and 1N sodium hydroxide (20 ml) was refluxed for 1 hour. After cooling, the 3-amino-4-phenoxy-5-sulphamyl-benzoic acid was precipitated from the reaction mixture by addition of 4N hydrochloric acid until pH 2.5. After several recrystallizations from aqueous ethanol and drying, the compound was obtained with a melting point of 252°-253° C.","O","",""
"US0398577758","[N+:1]([C:4]1[CH:5]=[C:6]([CH:10]=[C:11]([S:20](=[O:23])(=[O:22])[NH2:21])[C:12]=1[O:13][C:14]1[CH:19]=[CH:18][CH:17]=[CH:16][CH:15]=1)[C:7]([OH:9])=[O:8])([O-:3])=[O:2].[OH-].[Li+].[C:26](OC(=O)C)(=[O:28])[CH3:27]>O>[C:26]([NH:21][S:20]([C:11]1[C:12]([O:13][C:14]2[CH:19]=[CH:18][CH:17]=[CH:16][CH:15]=2)=[C:4]([N+:1]([O-:3])=[O:2])[CH:5]=[C:6]([CH:10]=1)[C:7]([OH:9])=[O:8])(=[O:23])=[O:22])(=[O:28])[CH3:27] |f:1.2|","3-Nitro-4-phenoxy-5-sulphamyl-benzoic acid (10 g) was dissolved in water (250 ml) by adjusting the pH to 8 by addition of 1N lithium hydroxide. Then acetic anhydride (12 g) was added dropwise, while stirring and keeping the pH constant at pH 9 by means of 1N lithium hydroxide, using an automatic titrator. After the acetic anhydride was consumed, the reaction mixture was acidified by addition of 4N hydrochloric acid. The precipitated 5-acetylsulphamyl-3-nitro-4-phenoxy-benzoic acid was isolated by filtration and recrystallized from aqueous ethanol. The compound with a melting point of 270°-271° C.","O","",""
